"text"	"story"
"this kind should be allowed to remain in such an institution. What could"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"be done? The hospital authorities here must have known who and what he"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"was; and actually they did know. But still they did nothing about it."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"As soon as I was able to walk once again I obtained leave to visit"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Berlin."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Bitter want was in evidence everywhere. The metropolis, with its teeming"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"millions, was suffering from hunger. The talk that was current in the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"various places of refreshment and hospices visited by the soldiers was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"much the same as that in our hospital. The impression given was that"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"these agitators purposely singled out such places in order to spread"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"their views."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"But in Munich conditions were far worse. After my discharge from"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"hospital, I was sent to a reserve battalion there. I felt as in some"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"strange town. Anger, discontent, complaints met one's ears wherever one"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"went. To a certain extent this was due to the infinitely maladroit"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"manner in which the soldiers who had returned from the front were"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"treated by the non-commissioned officers who had never seen a day's"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"active service and who on that account were partly incapable of adopting"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the proper attitude towards the old soldiers. Naturally those old"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"soldiers displayed certain characteristics which had been developed from"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the experiences in the trenches. The officers of the reserve units could"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"not understand these peculiarities, whereas the officer home from active"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"service was at least in a position to understand them for himself. As a"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"result he received more respect from the men than officers at the home"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"headquarters. But, apart from all this, the general spirit was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"deplorable. The art of shirking was looked upon as almost a proof of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"higher intelligence, and devotion to duty was considered a sign of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"weakness or bigotry. Government offices were staffed by Jews. Almost"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"every clerk was a Jew and every Jew was a clerk. I was amazed at this"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"multitude of combatants who belonged to the chosen people and could not"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"help comparing it with their slender numbers in the fighting lines."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In the business world the situation was even worse. Here the Jews had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"actually become 'indispensable'. Like leeches, they were slowly sucking"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the blood from the pores of the national body. By means of newly floated"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"War Companies an instrument had been discovered whereby all national"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"trade was throttled so that no business could be carried on freely"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Special emphasis was laid on the necessity for unhampered"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"centralization. Hence as early as 1916-17 practically all production was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"under the control of Jewish finance."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"But against whom was the anger of the people directed? It was then that"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"I already saw the fateful day approaching which must finally bring the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"DEBACLE, unless timely preventive measures were taken."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"While Jewry was busy despoiling the nation and tightening the screws of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"its despotism, the work of inciting the people against the Prussians"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"increased. And just as nothing was done at the front to put a stop to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the venomous propaganda, so here at home no official steps were taken"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"against it. Nobody seemed capable of understanding that the collapse of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Prussia could never bring about the rise of Bavaria. On the contrary,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the collapse of the one must necessarily drag the other down with it."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"This kind of behaviour affected me very deeply. In it I could see only a"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"clever Jewish trick for diverting public attention from themselves to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"others. While Prussians and Bavarians were squabbling, the Jews were"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"taking away the sustenance of both from under their very noses. While"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Prussians were being abused in Bavaria the Jews organized the revolution"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"and with one stroke smashed both Prussia and Bavaria."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"I could not tolerate this execrable squabbling among people of the same"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German stock and preferred to be at the front once again. Therefore,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"just after my arrival in Munich I reported myself for service again. At"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the beginning of March 1917 I rejoined my old regiment at the front."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Towards the end of 1917 it seemed as if we had got over the worst phases"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"of moral depression at the front. After the Russian collapse the whole"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"army recovered its courage and hope, and all were gradually becoming"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"more and more convinced that the struggle would end in our favour. We"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"could sing once again. The ravens were ceasing to croak. Faith in the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"future of the Fatherland was once more in the ascendant."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The Italian collapse in the autumn of 1917 had a wonderful effect; for"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"this victory proved that it was possible to break through another front"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"besides the Russian. This inspiring thought now became dominant in the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"minds of millions at the front and encouraged them to look forward with"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"confidence to the spring of 1918. It was quite obvious that the enemy"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"was in a state of depression. During this winter the front was somewhat"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"quieter than usual. But that was the calm before the storm."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Just when preparations were being made to launch a final offensive which"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"would bring this seemingly eternal struggle to an end, while endless"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"columns of transports were bringing men and munitions to the front, and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"while the men were being trained for that final onslaught, then it was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that the greatest act of treachery during the whole War was accomplished"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"in Germany."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Germany must not win the War. At that moment when victory seemed ready"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to alight on the German standards, a conspiracy was arranged for the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"purpose of striking at the heart of the German spring offensive with one"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"blow from the rear and thus making victory impossible. A general strike"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"in the munition factories was organized."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"If this conspiracy could achieve its purpose the German front would have"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"collapsed and the wishes of the VORWÄRTS (the organ of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Social-Democratic Party) that this time victory should not take the side"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"of the German banners, would have been fulfilled. For want of munitions"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the front would be broken through within a few weeks, the offensive"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"would be effectively stopped and the Entente saved. Then International"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Finance would assume control over Germany and the internal objective of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the Marxist national betrayal would be achieved. That objective was the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"destruction of the national economic system and the establishment of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"international capitalistic domination in its stead. And this goal has"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"really been reached, thanks to the stupid credulity of the one side and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the unspeakable treachery of the other."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The munition strike, however, did not bring the final success that had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"been hoped for: namely, to starve the front of ammunition. It lasted too"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"short a time for the lack of ammunitions as such to bring disaster to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the army, as was originally planned. But the moral damage was much more"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"terrible."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In the first place. what was the army fighting for if the people at home"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"did not wish it to be victorious? For whom then were these enormous"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"sacrifices and privations being made and endured? Must the soldiers"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"fight for victory while the home front goes on strike against it?"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In the second place, what effect did this move have on the enemy?"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In the winter of 1917-18 dark clouds hovered in the firmament of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Entente. For nearly four years onslaught after onslaught has been made"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"against the German giant, but they failed to bring him to the ground. He"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"had to keep them at bay with one arm that held the defensive shield"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"because his other arm had to be free to wield the sword against his"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"enemies, now in the East and now in the South. But at last these enemies"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"were overcome and his rear was now free for the conflict in the West."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Rivers of blood had been shed for the accomplishment of that task; but"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"now the sword was free to combine in battle with the shield on the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Western Front. And since the enemy had hitherto failed to break the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German defence here, the Germans themselves had now to launch the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"attack. The enemy feared and trembled before the prospect of this German"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"victory."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At Paris and London conferences followed one another in unending series."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Even the enemy propaganda encountered difficulties. It was no longer so"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"easy to demonstrate that the prospect of a German victory was hopeless."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"A prudent silence reigned at the front, even among the troops of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Entente. The insolence of their masters had suddenly subsided. A"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"disturbing truth began to dawn on them. Their opinion of the German"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"soldier had changed. Hitherto they were able to picture him as a kind of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"fool whose end would be destruction; but now they found themselves face"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to face with the soldier who had overcome their Russian ally. The policy"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"of restricting the offensive to the East, which had been imposed on the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German military authorities by the necessities of the situation, now"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"seemed to the Entente as a tactical stroke of genius. For three years"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"these Germans had been battering away at the Russian front without any"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"apparent success at first. Those fruitless efforts were almost sneered"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"at; for it was thought that in the long run the Russian giant would"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"triumph through sheer force of numbers. Germany would be worn out"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"through shedding so much blood. And facts appeared to confirm this hope."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Since the September days of 1914, when for the first time interminable"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"columns of Russian war prisoners poured into Germany after the Battle of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Tannenberg, it seemed as if the stream would never end but that as soon"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"as one army was defeated and routed another would take its place. The"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"supply of soldiers which the gigantic Empire placed at the disposal of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the Czar seemed inexhaustible; new victims were always at hand for the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"holocaust of war. How long could Germany hold out in this competition?"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Would not the day finally have to come when, after the last victory"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"which the Germans would achieve, there would still remain reserve armies"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"in Russia to be mustered for the final battle? And what then? According"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to human standards a Russian victory over Germany might be delayed but"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"it would have to come in the long run."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"All the hopes that had been based on Russia were now lost. The Ally who"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"had sacrificed the most blood on the altar of their mutual interests had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"come to the end of his resources and lay prostrate before his"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"unrelenting foe. A feeling of terror and dismay came over the Entente"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"soldiers who had hitherto been buoyed up by blind faith. They feared the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"coming spring. For, seeing that hitherto they had failed to break the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Germans when the latter could concentrate only part of the fighting"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"strength on the Western Front, how could they count on victory now that"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the undivided forces of that amazing land of heroes appeared to be"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"gathered for a massed attack in the West?"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The shadow of the events which had taken place in South Tyrol, the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"spectre of General Cadorna's defeated armies, were reflected in the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"gloomy faces of the Entente troops in Flanders. Faith in victory gave"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"way to fear of defeat to come."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Then, on those cold nights, when one almost heard the tread of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German armies advancing to the great assault, and the decision was being"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"awaited in fear and trembling, suddenly a lurid light was set aglow in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Germany and sent its rays into the last shell-hole on the enemy's front."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At the very moment when the German divisions were receiving their final"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"orders for the great offensive a general strike broke out in Germany."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At first the world was dumbfounded. Then the enemy propaganda began"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"activities once again and pounced on this theme at the eleventh hour."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"All of a sudden a means had come which could be utilized to revive the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"sinking confidence of the Entente soldiers. The probabilities of victory"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"could now be presented as certain, and the anxious foreboding in regard"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to coming events could now be transformed into a feeling of resolute"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"assurance. The regiments that had to bear the brunt of the Greatest"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German onslaught in history could now be inspired with the conviction"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that the final decision in this war would not be won by the audacity of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the German assault but rather by the powers of endurance on the side of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the defence. Let the Germans now have whatever victories they liked, the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"revolution and not the victorious army was welcomed in the Fatherland."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"British, French and American newspapers began to spread this belief"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"among their readers while a very ably managed propaganda encouraged the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"morale of their troops at the front."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"'Germany Facing Revolution! An Allied Victory Inevitable!' That was the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"best medicine to set the staggering Poilu and Tommy on their feet once"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"again. Our rifles and machine-guns could now open fire once again; but"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"instead of effecting a panic-stricken retreat they were now met with a"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"determined resistance that was full of confidence."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"That was the result of the strike in the munitions factories. Throughout"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the enemy countries faith in victory was thus revived and strengthened,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"and that paralysing feeling of despair which had hitherto made itself"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"felt on the Entente front was banished. Consequently the strike cost the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"lives of thousands of German soldiers. But the despicable instigators of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that dastardly strike were candidates for the highest public positions"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"in the Germany of the Revolution."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At first it was apparently possible to overcome the repercussion of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"these events on the German soldiers, but on the enemy's side they had a"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"lasting effect. Here the resistance had lost all the character of an"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"army fighting for a lost cause. In its place there was now a grim"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"determination to struggle through to victory. For, according to all"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"human rules of judgment, victory would now be assured if the Western"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"front could hold out against the German offensive even for only a few"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"months. The Allied parliaments recognized the possibilities of a better"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"future and voted huge sums of money for the continuation of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"propaganda which was employed for the purpose of breaking up the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"internal cohesion of Germany."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"It was my luck that I was able to take part in the first two offensives"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"and in the final offensive. These have left on me the most stupendous"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"impressions of my life--stupendous, because now for the last time the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"struggle lost its defensive character and assumed the character of an"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"offensive, just as it was in 1914. A sigh of relief went up from the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"German trenches and dug-outs when finally, after three years of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"endurance in that inferno, the day for the settling of accounts had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"come. Once again the lusty cheering of victorious battalions was heard,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"as they hung the last crowns of the immortal laurel on the standards"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"which they consecrated to Victory. Once again the strains of patriotic"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"songs soared upwards to the heavens above the endless columns of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"marching troops, and for the last time the Lord smiled on his ungrateful"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"children."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In the midsummer of 1918 a feeling of sultry oppression hung over the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"front. At home they were quarrelling. About what? We heard a great deal"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"among various units at the front. The War was now a hopeless affair, and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"only the foolhardy could think of victory. It was not the people but the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"capitalists and the Monarchy who were interested in carrying on. Such"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"were the ideas that came from home and were discussed at the front."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At first this gave rise to only very slight reaction. What did universal"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"suffrage matter to us? Is this what we had been fighting for during four"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"years? It was a dastardly piece of robbery thus to filch from the graves"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"of our heroes the ideals for which they had fallen. It was not to the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"slogan, 'Long Live Universal Suffrage,' that our troops in Flanders once"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"faced certain death but with the cry, 'DEUTSCHLAND ÜBER ALLES IN DER"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
